Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant,,Octant ID,+1,-1,+2,-2,+3,-3,+4,-4
121.14,28.38,4.23,-0.52,,,,1.073466465,4.181669524,-0.627577744,-1,,,,,,,,,,
121.15,29.94,4.25,-1.04,,,,2.633466465,4.201669524,-1.147577744,-1,,,,,,,,,,
121.16,27.95,3.19,-0.72,,,,0.643466465,3.141669524,-0.827577744,-1,,,,,,,,,,
121.17,25.97,2.14,-0.41,,,,-1.336533535,2.091669524,-0.517577744,-2,,,,,,,,,,
121.18,28.31,0.65,-0.44,,,,1.003466465,0.601669524,-0.547577744,-1,,,,,,,,,,
121.19,29.64,1.86,-0.87,,,,2.333466465,1.811669524,-0.977577744,-1,,,,,,,,,,
121.2,28.74,1.17,-1.51,,,,1.433466465,1.121669524,-1.617577744,-1,,,,,,,,,,
121.21,27.84,0.49,-2.15,,,,0.533466465,0.441669524,-2.257577744,-1,,,,,,,,,,
121.22,29.73,-1.09,-2.36,,,,2.423466465,-1.138330476,-2.467577744,-4,,,,,,,,,,
121.23,28.78,-2.68,-1.29,,,,1.473466465,-2.728330476,-1.397577744,-4,,,,,,,,,,
121.24,26.83,0.52,-0.24,,,,-0.476533535,0.471669524,-0.347577744,-2,,,,,,,,,,
121.25,24.89,-1.08,-1.41,,,,-2.416533535,-1.128330476,-1.517577744,-3,,,,,,,,,,
121.26,25.7,2.48,-0.32,,,,-1.606533535,2.431669524,-0.427577744,-2,,,,,,,,,,
121.27,23.92,4.48,-0.31,,,,-3.386533535,4.431669524,-0.417577744,-2,,,,,,,,,,
121.28,25.65,4.05,0.06,,,,-1.656533535,4.001669524,-0.047577744,-2,,,,,,,,,,
121.29,26.76,3.62,-0.23,,,,-0.546533535,3.571669524,-0.337577744,-2,,,,,,,,,,
121.3,27.88,0.76,-0.52,,,,0.573466465,0.711669524,-0.627577744,-1,,,,,,,,,,
121.31,26.62,-1.98,-1.21,,,,-0.686533535,-2.028330476,-1.317577744,-3,,,,,,,,,,
121.32,29.57,-2.12,-2.21,,,,2.263466465,-2.168330476,-2.317577744,-4,,,,,,,,,,
121.33,31.31,-4.28,-2.31,,,,4.003466465,-4.328330476,-2.417577744,-4,,,,,,,,,,
121.34,29.6,-3.68,-2.22,,,,2.293466465,-3.728330476,-2.327577744,-4,,,,,,,,,,
121.35,28.09,-3.82,-2.14,,,,0.783466465,-3.868330476,-2.247577744,-4,,,,,,,,,,
121.36,25.58,-3.97,-0.62,,,,-1.726533535,-4.018330476,-0.727577744,-3,,,,,,,,,,
121.37,29.89,-4.21,-0.39,,,,2.583466465,-4.258330476,-0.497577744,-4,,,,,,,,,,
121.38,31.46,-4.27,-1.2,,,,4.153466465,-4.318330476,-1.307577744,-4,,,,,,,,,,
121.39,33.03,-4.34,-2.01,,,,5.723466465,-4.388330476,-2.117577744,-4,,,,,,,,,,
121.4,31.9,-4.18,-1.86,,,,4.593466465,-4.228330476,-1.967577744,-4,,,,,,,,,,
121.41,29.49,-4.03,-1.71,,,,2.183466465,-4.078330476,-1.817577744,-4,,,,,,,,,,
121.42,33.11,0.13,-1.4,,,,5.803466465,0.081669524,-1.507577744,-1,,,,,,,,,,
121.43,31.3,-1.95,-1.55,,,,3.993466465,-1.998330476,-1.657577744,-4,,,,,,,,,,
121.44,32.2,-0.9,-1.47,,,,4.893466465,-0.948330476,-1.577577744,-4,,,,,,,,,,
121.45,24.34,2.36,1.49,,,,-2.966533535,2.311669524,1.382422256,+2,,,,,,,,,,
121.46,24.98,2.46,1.61,,,,-2.326533535,2.411669524,1.502422256,+2,,,,,,,,,,
121.47,25.63,2.56,1.74,,,,-1.676533535,2.511669524,1.632422256,+2,,,,,,,,,,
121.48,25.23,2.02,1.54,,,,-2.076533535,1.971669524,1.432422256,+2,,,,,,,,,,
121.49,26.75,3.02,2.29,,,,-0.556533535,2.971669524,2.182422256,+2,,,,,,,,,,
121.5,28.29,4.03,2.22,,,,0.983466465,3.981669524,2.112422256,+1,,,,,,,,,,
121.51,29.57,1.82,2.16,,,,2.263466465,1.771669524,2.052422256,+1,,,,,,,,,,
121.52,29.53,1.21,2.07,,,,2.223466465,1.161669524,1.962422256,+1,,,,,,,,,,
121.53,32.39,-0.09,0.45,,,,5.083466465,-0.138330476,0.342422256,+4,,,,,,,,,,
121.54,31.3,-4.56,-0.69,,,,3.993466465,-4.608330476,-0.797577744,-4,,,,,,,,,,
121.55,30.21,-4.25,-1.83,,,,2.903466465,-4.298330476,-1.937577744,-4,,,,,,,,,,
121.56,29.84,-3.96,-1.24,,,,2.533466465,-4.008330476,-1.347577744,-4,,,,,,,,,,
121.57,29.48,1.11,-0.65,,,,2.173466465,1.061669524,-0.757577744,-1,,,,,,,,,,
121.58,30.3,-1.7,-0.28,,,,2.993466465,-1.748330476,-0.387577744,-4,,,,,,,,,,
121.59,28.11,-2.23,-0.73,,,,0.803466465,-2.278330476,-0.837577744,-4,,,,,,,,,,
121.6,27.63,-0.83,-0.97,,,,0.323466465,-0.878330476,-1.077577744,-4,,,,,,,,,,
121.61,29.15,0.94,-1.37,,,,1.843466465,0.891669524,-1.477577744,-1,,,,,,,,,,
121.62,29.42,1.13,-1.74,,,,2.113466465,1.081669524,-1.847577744,-1,,,,,,,,,,
121.63,26.12,4.28,-1.38,,,,-1.186533535,4.231669524,-1.487577744,-2,,,,,,,,,,
121.64,22.32,0.34,-1.18,,,,-4.986533535,0.291669524,-1.287577744,-2,,,,,,,,,,
121.65,25,-0.54,0.26,,,,-2.306533535,-0.588330476,0.152422256,+3,,,,,,,,,,
121.66,24.08,-2.59,0.68,,,,-3.226533535,-2.638330476,0.572422256,+3,,,,,,,,,,
121.67,23.63,0.21,0.76,,,,-3.676533535,0.161669524,0.652422256,+2,,,,,,,,,,
121.68,25.97,0.51,1.02,,,,-1.336533535,0.461669524,0.912422256,+2,,,,,,,,,,
121.69,23.98,-2.08,2.22,,,,-3.326533535,-2.128330476,2.112422256,+3,,,,,,,,,,
121.7,27.5,-1.38,2.03,,,,0.193466465,-1.428330476,1.922422256,+4,,,,,,,,,,
121.71,31.04,-0.68,1.84,,,,3.733466465,-0.728330476,1.732422256,+4,,,,,,,,,,
121.72,31.33,-1.22,-0.48,,,,4.023466465,-1.268330476,-0.587577744,-4,,,,,,,,,,
121.73,25.7,-1.42,-0.31,,,,-1.606533535,-1.468330476,-0.417577744,-3,,,,,,,,,,
121.74,24.57,1.05,-0.06,,,,-2.736533535,1.001669524,-0.167577744,-2,,,,,,,,,,
121.75,24.98,1.65,2.41,,,,-2.326533535,1.601669524,2.302422256,+2,,,,,,,,,,
121.76,25.81,0.44,3.21,,,,-1.496533535,0.391669524,3.102422256,+2,,,,,,,,,,
121.77,32.24,1.26,3.62,,,,4.933466465,1.211669524,3.512422256,+1,,,,,,,,,,
121.78,32.13,2.31,3.34,,,,4.823466465,2.261669524,3.232422256,+1,,,,,,,,,,
121.79,31.22,0.94,2.59,,,,3.913466465,0.891669524,2.482422256,+1,,,,,,,,,,
121.8,33.45,2.31,1.85,,,,6.143466465,2.261669524,1.742422256,+1,,,,,,,,,,
121.81,33.5,1.92,2.23,,,,6.193466465,1.871669524,2.122422256,+1,,,,,,,,,,
121.82,33.32,2.98,0.98,,,,6.013466465,2.931669524,0.872422256,+1,,,,,,,,,,
121.83,34.21,0.74,1.2,,,,6.903466465,0.691669524,1.092422256,+1,,,,,,,,,,
121.84,34.02,1.85,1.08,,,,6.713466465,1.801669524,0.972422256,+1,,,,,,,,,,
121.85,37.05,1.67,1,,,,9.743466465,1.621669524,0.892422256,+1,,,,,,,,,,
121.86,37,2.56,-0.07,,,,9.693466465,2.511669524,-0.177577744,-1,,,,,,,,,,
121.87,33.52,2.11,0.46,,,,6.213466465,2.061669524,0.352422256,+1,,,,,,,,,,
121.88,30.05,-0.37,-1.41,,,,2.743466465,-0.418330476,-1.517577744,-4,,,,,,,,,,
121.89,29.35,-1.77,-1.04,,,,2.043466465,-1.818330476,-1.147577744,-4,,,,,,,,,,
121.9,31.13,1.66,-0.51,,,,3.823466465,1.611669524,-0.617577744,-1,,,,,,,,,,
121.91,32.94,3.4,-2.01,,,,5.633466465,3.351669524,-2.117577744,-1,,,,,,,,,,
121.92,28.61,4.19,-1.69,,,,1.303466465,4.141669524,-1.797577744,-1,,,,,,,,,,
121.93,30.21,2.92,-1.79,,,,2.903466465,2.871669524,-1.897577744,-1,,,,,,,,,,
121.94,31.19,1.42,-1.83,,,,3.883466465,1.371669524,-1.937577744,-1,,,,,,,,,,
121.95,32.17,-0.07,-1.87,,,,4.863466465,-0.118330476,-1.977577744,-4,,,,,,,,,,
121.96,30.73,-2.35,-1.37,,,,3.423466465,-2.398330476,-1.477577744,-4,,,,,,,,,,
121.97,32.12,-0.47,-1.05,,,,4.813466465,-0.518330476,-1.157577744,-4,,,,,,,,,,
121.98,33.52,1.4,-0.74,,,,6.213466465,1.351669524,-0.847577744,-1,,,,,,,,,,
121.99,32.49,1.48,-1.18,,,,5.183466465,1.431669524,-1.287577744,-1,,,,,,,,,,
122,31.47,1.56,-1.64,,,,4.163466465,1.511669524,-1.747577744,-1,,,,,,,,,,
122.01,32.72,0.35,-0.03,,,,5.413466465,0.301669524,-0.137577744,-1,,,,,,,,,,
122.02,33.61,2.51,-0.82,,,,6.303466465,2.461669524,-0.927577744,-1,,,,,,,,,,
122.03,33.63,0.74,-0.15,,,,6.323466465,0.691669524,-0.257577744,-1,,,,,,,,,,
122.04,33.52,-1.66,-0.31,,,,6.213466465,-1.708330476,-0.417577744,-4,,,,,,,,,,
122.05,33.41,1.13,-0.31,,,,6.103466465,1.081669524,-0.417577744,-1,,,,,,,,,,
122.06,31.54,-0.49,-1.21,,,,4.233466465,-0.538330476,-1.317577744,-4,,,,,,,,,,
122.07,33.7,0.65,-0.59,,,,6.393466465,0.601669524,-0.697577744,-1,,,,,,,,,,
122.08,34.12,0.82,-1.4,,,,6.813466465,0.771669524,-1.507577744,-1,,,,,,,,,,
122.09,33.69,-1.41,-2.3,,,,6.383466465,-1.458330476,-2.407577744,-4,,,,,,,,,,
122.1,33.27,1.13,-2.26,,,,5.963466465,1.081669524,-2.367577744,-1,,,,,,,,,,
122.11,29.92,3.1,-2.22,,,,2.613466465,3.051669524,-2.327577744,-1,,,,,,,,,,
122.12,24.61,0.44,-0.2,,,,-2.696533535,0.391669524,-0.307577744,-2,,,,,,,,,,
122.13,27.43,-2.37,0.11,,,,0.123466465,-2.418330476,0.002422256,+4,,,,,,,,,,
122.14,30.25,-3.07,0.43,,,,2.943466465,-3.118330476,0.322422256,+4,,,,,,,,,,
122.15,28.84,-3.78,0.27,,,,1.533466465,-3.828330476,0.162422256,+4,,,,,,,,,,
122.16,26.8,3.73,-1.53,,,,-0.506533535,3.681669524,-1.637577744,-2,,,,,,,,,,
122.17,21.9,4.78,-0.93,,,,-5.406533535,4.731669524,-1.037577744,-2,,,,,,,,,,
122.18,23.69,3.8,-0.87,,,,-3.616533535,3.751669524,-0.977577744,-2,,,,,,,,,,
122.19,24.6,3,-1.17,,,,-2.706533535,2.951669524,-1.277577744,-2,,,,,,,,,,
122.2,24.37,2.37,-1.29,,,,-2.936533535,2.321669524,-1.397577744,-2,,,,,,,,,,
122.21,24.14,1.75,-1.42,,,,-3.166533535,1.701669524,-1.527577744,-2,,,,,,,,,,
122.22,30.59,1.71,-1.41,,,,3.283466465,1.661669524,-1.517577744,-1,,,,,,,,,,
122.23,27.36,1.73,-1.41,,,,0.053466465,1.681669524,-1.517577744,-1,,,,,,,,,,
122.24,30.52,-1.55,-0.37,,,,3.213466465,-1.598330476,-0.477577744,-4,,,,,,,,,,
122.25,31.36,-0.82,0.7,,,,4.053466465,-0.868330476,0.592422256,+4,,,,,,,,,,
122.26,32.22,3.53,0.15,,,,4.913466465,3.481669524,0.042422256,+1,,,,,,,,,,
122.27,31.38,0.98,0.54,,,,4.073466465,0.931669524,0.432422256,+1,,,,,,,,,,
122.28,32.31,0.19,-0.24,,,,5.003466465,0.141669524,-0.347577744,-1,,,,,,,,,,
122.29,33.25,-0.71,-1.6,,,,5.943466465,-0.758330476,-1.707577744,-4,,,,,,,,,,
122.3,33.37,1.05,-1.35,,,,6.063466465,1.001669524,-1.457577744,-1,,,,,,,,,,
122.31,32.33,1.93,-1.1,,,,5.023466465,1.881669524,-1.207577744,-1,,,,,,,,,,
122.32,30.68,5.16,-0.72,,,,3.373466465,5.111669524,-0.827577744,-1,,,,,,,,,,
122.33,29.04,6.85,-0.35,,,,1.733466465,6.801669524,-0.457577744,-1,,,,,,,,,,
122.34,32.4,4.29,-0.99,,,,5.093466465,4.241669524,-1.097577744,-1,,,,,,,,,,
122.35,31.67,1.74,-1.82,,,,4.363466465,1.691669524,-1.927577744,-1,,,,,,,,,,
122.36,26.6,-0.54,-0.97,,,,-0.706533535,-0.588330476,-1.077577744,-3,,,,,,,,,,
122.37,28.96,-1.55,-1.05,,,,1.653466465,-1.598330476,-1.157577744,-4,,,,,,,,,,
122.38,30.01,0.82,-0.71,,,,2.703466465,0.771669524,-0.817577744,-1,,,,,,,,,,
122.39,28.29,-2.15,0.15,,,,0.983466465,-2.198330476,0.042422256,+4,,,,,,,,,,
122.4,26.37,0.01,1.18,,,,-0.936533535,-0.038330476,1.072422256,+3,,,,,,,,,,
122.41,28,0.66,0.91,,,,0.693466465,0.611669524,0.802422256,+1,,,,,,,,,,
122.42,27.16,2.3,0.98,,,,-0.146533535,2.251669524,0.872422256,+2,,,,,,,,,,
122.43,26.33,3.95,1.05,,,,-0.976533535,3.901669524,0.942422256,+2,,,,,,,,,,
122.44,27.03,4.14,1.98,,,,-0.276533535,4.091669524,1.872422256,+2,,,,,,,,,,
122.45,27.86,3.37,1.77,,,,0.553466465,3.321669524,1.662422256,+1,,,,,,,,,,
122.46,29.46,5.04,0.66,,,,2.153466465,4.991669524,0.552422256,+1,,,,,,,,,,
122.47,28.52,4.62,0.31,,,,1.213466465,4.571669524,0.202422256,+1,,,,,,,,,,
122.48,30.99,4.21,0.12,,,,3.683466465,4.161669524,0.012422256,+1,,,,,,,,,,
122.49,33.46,0.17,-1.98,,,,6.153466465,0.121669524,-2.087577744,-1,,,,,,,,,,
122.5,27.12,1.27,-1.43,,,,-0.186533535,1.221669524,-1.537577744,-2,,,,,,,,,,
122.51,28.15,-1.19,-0.24,,,,0.843466465,-1.238330476,-0.347577744,-4,,,,,,,,,,
122.52,28.79,0.17,0.68,,,,1.483466465,0.121669524,0.572422256,+1,,,,,,,,,,
122.53,27.63,0.68,-0.21,,,,0.323466465,0.631669524,-0.317577744,-1,,,,,,,,,,
122.54,30.84,0.13,-1.59,,,,3.533466465,0.081669524,-1.697577744,-1,,,,,,,,,,
122.55,28.69,-0.19,-1.2,,,,1.383466465,-0.238330476,-1.307577744,-4,,,,,,,,,,
122.56,32.55,-0.8,-1.57,,,,5.243466465,-0.848330476,-1.677577744,-4,,,,,,,,,,
122.57,33,-0.87,-1.97,,,,5.693466465,-0.918330476,-2.077577744,-4,,,,,,,,,,
122.58,32.03,-0.24,-1.51,,,,4.723466465,-0.288330476,-1.617577744,-4,,,,,,,,,,
122.59,33.15,-0.13,-1.44,,,,5.843466465,-0.178330476,-1.547577744,-4,,,,,,,,,,
122.6,31.71,1.15,-1.82,,,,4.403466465,1.101669524,-1.927577744,-1,,,,,,,,,,
122.61,30.28,0.26,-1.79,,,,2.973466465,0.211669524,-1.897577744,-1,,,,,,,,,,
122.62,29.03,1.38,-1.77,,,,1.723466465,1.331669524,-1.877577744,-1,,,,,,,,,,
122.63,30.59,4.58,-0.49,,,,3.283466465,4.531669524,-0.597577744,-1,,,,,,,,,,
122.64,31.58,0.48,0,,,,4.273466465,0.431669524,-0.107577744,-1,,,,,,,,,,
122.65,33.46,-1.17,0.29,,,,6.153466465,-1.218330476,0.182422256,+4,,,,,,,,,,
122.66,30.13,-2.27,-0.13,,,,2.823466465,-2.318330476,-0.237577744,-4,,,,,,,,,,
122.67,31.45,-2.27,0.05,,,,4.143466465,-2.318330476,-0.057577744,-4,,,,,,,,,,
122.68,32.78,-2.27,0.23,,,,5.473466465,-2.318330476,0.122422256,+4,,,,,,,,,,
122.69,30.46,-0.1,0.76,,,,3.153466465,-0.148330476,0.652422256,+4,,,,,,,,,,
122.7,31.73,0.14,-0.45,,,,4.423466465,0.091669524,-0.557577744,-1,,,,,,,,,,
122.71,32.2,-0.16,-0.3,,,,4.893466465,-0.208330476,-0.407577744,-4,,,,,,,,,,
122.72,32.67,1.35,-0.56,,,,5.363466465,1.301669524,-0.667577744,-1,,,,,,,,,,
122.73,31.09,2.88,-0.82,,,,3.783466465,2.831669524,-0.927577744,-1,,,,,,,,,,
122.74,31.36,0.13,-1.42,,,,4.053466465,0.081669524,-1.527577744,-1,,,,,,,,,,
122.75,31,-0.86,-0.89,,,,3.693466465,-0.908330476,-0.997577744,-4,,,,,,,,,,
122.76,30.66,-1.85,-0.37,,,,3.353466465,-1.898330476,-0.477577744,-4,,,,,,,,,,
122.77,30.99,0.43,-0.17,,,,3.683466465,0.381669524,-0.277577744,-1,,,,,,,,,,
122.78,31.33,3.06,-0.51,,,,4.023466465,3.011669524,-0.617577744,-1,,,,,,,,,,
122.79,32.22,4.36,-1.09,,,,4.913466465,4.311669524,-1.197577744,-1,,,,,,,,,,
122.8,32.35,4.28,-1.51,,,,5.043466465,4.231669524,-1.617577744,-1,,,,,,,,,,
122.81,32.49,4.2,-1.93,,,,5.183466465,4.151669524,-2.037577744,-1,,,,,,,,,,
122.82,33.29,4.59,-1.55,,,,5.983466465,4.541669524,-1.657577744,-1,,,,,,,,,,
122.83,34.25,1.8,-2.12,,,,6.943466465,1.751669524,-2.227577744,-1,,,,,,,,,,
122.84,35.29,1.27,-2.89,,,,7.983466465,1.221669524,-2.997577744,-1,,,,,,,,,,
122.85,34.56,0.74,-3.21,,,,7.253466465,0.691669524,-3.317577744,-1,,,,,,,,,,
122.86,35.47,0.06,-2.91,,,,8.163466465,0.011669524,-3.017577744,-1,,,,,,,,,,
122.87,34.78,1.74,-2.72,,,,7.473466465,1.691669524,-2.827577744,-1,,,,,,,,,,
122.88,33.29,1.34,-2.6,,,,5.983466465,1.291669524,-2.707577744,-1,,,,,,,,,,
122.89,31.81,0.94,-1.9,,,,4.503466465,0.891669524,-2.007577744,-1,,,,,,,,,,
122.9,28.67,0.98,-1.21,,,,1.363466465,0.931669524,-1.317577744,-1,,,,,,,,,,
122.91,25.54,1.03,0.06,,,,-1.766533535,0.981669524,-0.047577744,-2,,,,,,,,,,
122.92,27.1,1,-0.57,,,,-0.206533535,0.951669524,-0.677577744,-2,,,,,,,,,,
122.93,32.15,-1.54,-1.21,,,,4.843466465,-1.588330476,-1.317577744,-4,,,,,,,,,,
122.94,32.54,-1.75,-1.14,,,,5.233466465,-1.798330476,-1.247577744,-4,,,,,,,,,,
122.95,34.46,0.15,-1.46,,,,7.153466465,0.101669524,-1.567577744,-1,,,,,,,,,,
122.96,34.92,2.07,-1.78,,,,7.613466465,2.021669524,-1.887577744,-1,,,,,,,,,,
122.97,34.38,0.23,-2.54,,,,7.073466465,0.181669524,-2.647577744,-1,,,,,,,,,,
122.98,29.92,-0.85,-2.7,,,,2.613466465,-0.898330476,-2.807577744,-4,,,,,,,,,,
122.99,25.47,-2.29,-2.89,,,,-1.836533535,-2.338330476,-2.997577744,-3,,,,,,,,,,
123,29.65,-1.57,-2.21,,,,2.343466465,-1.618330476,-2.317577744,-4,,,,,,,,,,
123.01,32.69,-3.72,-1.53,,,,5.383466465,-3.768330476,-1.637577744,-4,,,,,,,,,,
123.02,33.26,-2.21,-0.83,,,,5.953466465,-2.258330476,-0.937577744,-4,,,,,,,,,,
123.03,34,-0.71,-0.74,,,,6.693466465,-0.758330476,-0.847577744,-4,,,,,,,,,,
123.04,31.51,-3.42,-0.78,,,,4.203466465,-3.468330476,-0.887577744,-4,,,,,,,,,,
123.05,29.03,-4.08,0.06,,,,1.723466465,-4.128330476,-0.047577744,-4,,,,,,,,,,
123.06,31.88,-4.74,-0.36,,,,4.573466465,-4.788330476,-0.467577744,-4,,,,,,,,,,
123.07,31.81,-2.12,0.55,,,,4.503466465,-2.168330476,0.442422256,+4,,,,,,,,,,
123.08,31.74,-1.87,0.71,,,,4.433466465,-1.918330476,0.602422256,+4,,,,,,,,,,
123.09,33.04,-2.52,-0.59,,,,5.733466465,-2.568330476,-0.697577744,-4,,,,,,,,,,
123.1,33.97,-3.88,-0.74,,,,6.663466465,-3.928330476,-0.847577744,-4,,,,,,,,,,
123.11,35.3,-2.27,-0.89,,,,7.993466465,-2.318330476,-0.997577744,-4,,,,,,,,,,
123.12,35.97,-0.68,-0.59,,,,8.663466465,-0.728330476,-0.697577744,-4,,,,,,,,,,
123.13,36.3,0.02,-0.21,,,,8.993466465,-0.028330476,-0.317577744,-4,,,,,,,,,,
123.14,33.79,0.73,0.15,,,,6.483466465,0.681669524,0.042422256,+1,,,,,,,,,,
123.15,31.29,-0.3,-0.1,,,,3.983466465,-0.348330476,-0.207577744,-4,,,,,,,,,,
123.16,29.9,-1.09,0.08,,,,2.593466465,-1.138330476,-0.027577744,-4,,,,,,,,,,
123.17,28.52,-1.88,0.27,,,,1.213466465,-1.928330476,0.162422256,+4,,,,,,,,,,
123.18,30.84,-0.87,-0.06,,,,3.533466465,-0.918330476,-0.167577744,-4,,,,,,,,,,
123.19,33.16,-4.6,-0.68,,,,5.853466465,-4.648330476,-0.787577744,-4,,,,,,,,,,
123.2,33.1,-5.19,-0.1,,,,5.793466465,-5.238330476,-0.207577744,-4,,,,,,,,,,
123.21,32.04,-5.67,0.24,,,,4.733466465,-5.718330476,0.132422256,+4,,,,,,,,,,
123.22,31.5,-6.09,-0.19,,,,4.193466465,-6.138330476,-0.297577744,-4,,,,,,,,,,
123.23,30.97,-5.31,-0.63,,,,3.663466465,-5.358330476,-0.737577744,-4,,,,,,,,,,
123.24,29.28,-4.54,-0.76,,,,1.973466465,-4.588330476,-0.867577744,-4,,,,,,,,,,
123.25,28.67,-5.45,-0.37,,,,1.363466465,-5.498330476,-0.477577744,-4,,,,,,,,,,
123.26,27.59,-4.89,-0.13,,,,0.283466465,-4.938330476,-0.237577744,-4,,,,,,,,,,
123.27,29.91,-4.34,0.27,,,,2.603466465,-4.388330476,0.162422256,+4,,,,,,,,,,
123.28,28.79,-4.19,0.87,,,,1.483466465,-4.238330476,0.762422256,+4,,,,,,,,,,
123.29,26.62,-3,0,,,,-0.686533535,-3.048330476,-0.107577744,-3,,,,,,,,,,
123.3,25.04,-4.47,0.48,,,,-2.266533535,-4.518330476,0.372422256,+3,,,,,,,,,,
123.31,26.93,-0.43,1.57,,,,-0.376533535,-0.478330476,1.462422256,+3,,,,,,,,,,
123.32,28.83,3.59,1.89,,,,1.523466465,3.541669524,1.782422256,+1,,,,,,,,,,
123.33,31.11,2.86,2.22,,,,3.803466465,2.811669524,2.112422256,+1,,,,,,,,,,
123.34,27.68,-0.19,1.53,,,,0.373466465,-0.238330476,1.422422256,+4,,,,,,,,,,
123.35,25.79,0.76,2.49,,,,-1.516533535,0.711669524,2.382422256,+2,,,,,,,,,,
123.36,27.59,2.16,2.41,,,,0.283466465,2.111669524,2.302422256,+1,,,,,,,,,,
123.37,29.17,4.17,2.33,,,,1.863466465,4.121669524,2.222422256,+1,,,,,,,,,,
123.38,27.05,-0.49,1.42,,,,-0.256533535,-0.538330476,1.312422256,+3,,,,,,,,,,
123.39,28.34,0.06,0.79,,,,1.033466465,0.011669524,0.682422256,+1,,,,,,,,,,
123.4,29.64,0.62,0.17,,,,2.333466465,0.571669524,0.062422256,+1,,,,,,,,,,
123.41,31.38,1.71,0.32,,,,4.073466465,1.661669524,0.212422256,+1,,,,,,,,,,
123.42,32.15,2.03,0.38,,,,4.843466465,1.981669524,0.272422256,+1,,,,,,,,,,
123.43,32.61,0.62,-0.49,,,,5.303466465,0.571669524,-0.597577744,-1,,,,,,,,,,
123.44,33.08,1.79,0.16,,,,5.773466465,1.741669524,0.052422256,+1,,,,,,,,,,
123.45,31.02,2.96,0.82,,,,3.713466465,2.911669524,0.712422256,+1,,,,,,,,,,
123.46,32,1.86,1.21,,,,4.693466465,1.811669524,1.102422256,+1,,,,,,,,,,
123.47,32.98,1.84,-0.06,,,,5.673466465,1.791669524,-0.167577744,-1,,,,,,,,,,
123.48,31.85,2.85,-0.17,,,,4.543466465,2.801669524,-0.277577744,-1,,,,,,,,,,
123.49,31.47,0.57,-0.49,,,,4.163466465,0.521669524,-0.597577744,-1,,,,,,,,,,
123.5,28.02,1.74,0.43,,,,0.713466465,1.691669524,0.322422256,+1,,,,,,,,,,
123.51,29.8,1.88,0.74,,,,2.493466465,1.831669524,0.632422256,+1,,,,,,,,,,
123.52,32.17,-1.03,0.41,,,,4.863466465,-1.078330476,0.302422256,+4,,,,,,,,,,
123.53,29.99,0.76,-0.74,,,,2.683466465,0.711669524,-0.847577744,-1,,,,,,,,,,
123.54,27.82,0.43,-0.26,,,,0.513466465,0.381669524,-0.367577744,-1,,,,,,,,,,
123.55,30.97,0.59,-0.5,,,,3.663466465,0.541669524,-0.607577744,-1,,,,,,,,,,
123.56,31.21,0.23,1.38,,,,3.903466465,0.181669524,1.272422256,+1,,,,,,,,,,
123.57,29.73,2.17,1.88,,,,2.423466465,2.121669524,1.772422256,+1,,,,,,,,,,
123.58,29.42,-2.38,1.13,,,,2.113466465,-2.428330476,1.022422256,+4,,,,,,,,,,
123.59,30.64,-3.22,0.43,,,,3.333466465,-3.268330476,0.322422256,+4,,,,,,,,,,
123.6,27.58,1.04,0.06,,,,0.273466465,0.991669524,-0.047577744,-1,,,,,,,,,,
123.61,24.53,3.24,-0.3,,,,-2.776533535,3.191669524,-0.407577744,-2,,,,,,,,,,
123.62,26.73,2.61,-0.72,,,,-0.576533535,2.561669524,-0.827577744,-2,,,,,,,,,,
123.63,28.35,1.98,-0.74,,,,1.043466465,1.931669524,-0.847577744,-1,,,,,,,,,,
123.64,29.98,-1.47,-0.76,,,,2.673466465,-1.518330476,-0.867577744,-4,,,,,,,,,,
123.65,30.8,-0.89,-1.11,,,,3.493466465,-0.938330476,-1.217577744,-4,,,,,,,,,,
123.66,31.42,2.35,-1.52,,,,4.113466465,2.301669524,-1.627577744,-1,,,,,,,,,,
123.67,31.11,0.73,-1.31,,,,3.803466465,0.681669524,-1.417577744,-1,,,,,,,,,,
123.68,27.52,-1.34,-1.26,,,,0.213466465,-1.388330476,-1.367577744,-4,,,,,,,,,,
123.69,26.37,-3.42,0.15,,,,-0.936533535,-3.468330476,0.042422256,+3,,,,,,,,,,
123.7,24.7,-3.79,1.46,,,,-2.606533535,-3.838330476,1.352422256,+3,,,,,,,,,,
123.71,28.11,-2.3,2.28,,,,0.803466465,-2.348330476,2.172422256,+4,,,,,,,,,,
123.72,28.81,1.07,2.08,,,,1.503466465,1.021669524,1.972422256,+1,,,,,,,,,,
123.73,28.83,1.93,2.32,,,,1.523466465,1.881669524,2.212422256,+1,,,,,,,,,,
123.74,29.49,3.77,0.8,,,,2.183466465,3.721669524,0.692422256,+1,,,,,,,,,,
123.75,26.12,2.17,0.37,,,,-1.186533535,2.121669524,0.262422256,+2,,,,,,,,,,
123.76,27.32,0.58,0.35,,,,0.013466465,0.531669524,0.242422256,+1,,,,,,,,,,
123.77,28.36,2.66,-0.03,,,,1.053466465,2.611669524,-0.137577744,-1,,,,,,,,,,
123.78,27.84,1.62,0.16,,,,0.533466465,1.571669524,0.052422256,+1,,,,,,,,,,
123.79,22.67,-3.37,1.48,,,,-4.636533535,-3.418330476,1.372422256,+3,,,,,,,,,,
