Time,U,V,W
141.76,32.35,-1.75,0.13
141.77,31.51,0.57,0.07
141.78,32.03,-0.49,-0.68
141.79,32.55,2.62,-0.01
141.8,33.52,4.23,-1.37
141.81,31.72,-0.6,-1.15
141.82,29.92,-3.37,-2.21
141.83,27.63,-2.25,-2.84
141.84,31.59,-1.06,-3.47
141.85,28.92,-0.28,-3.76
141.86,29.01,-0.45,-3.88
141.87,29.1,-0.62,-3.52
141.88,30.93,-3.7,-3.67
141.89,27.34,-3.83,-3.48
141.9,27.23,-3.07,-2.9
141.91,28.43,-6.03,-2.14
141.92,29.64,-5.07,-1.38
141.93,25.47,-4.12,-0.54
141.94,25.61,1.65,-0.34
141.95,25.54,-1.23,-0.44
141.96,31.47,-2.55,-0.88
141.97,28.5,-3.88,-0.66
141.98,22.08,-4.3,-1.16
141.99,24.2,-3.48,-1.41
142,26.32,-2.66,-1.66
142.01,24.46,-4.31,-0.86
142.02,22.6,-4.98,-0.06
142.03,25.04,-5.16,0.41
142.04,27.48,-5.23,0.89
142.05,27.77,-6.25,1.15
142.06,25.85,-7.95,0.51
142.07,29.98,-7.8,-0.06
142.08,28.32,-6.74,-0.06
142.09,26.66,-7.15,-0.07
142.1,25.54,-6.88,0.21
142.11,26.1,-2.17,0.06
142.12,28.2,2.53,0.38
142.13,27.21,3.59,0.71
142.14,29.85,0.2,-0.3
142.15,28.53,1.89,0.2
142.16,25.61,4.32,-0.27
142.17,28.61,3.13,-0.82
142.18,22.66,0.23,-1.15
142.19,23.84,0.2,-0.87
142.2,25.63,-0.7,-0.57
142.21,22.23,3.62,0.31
142.22,23.93,1.46,-0.13
142.23,23.89,-0.59,1.08
142.24,23.91,-2.64,0.47
142.25,24,-1.63,0.96
142.26,23.2,-0.65,1.19
142.27,23.82,-1.75,0.62
142.28,24.44,-2.86,0.05
142.29,25.27,0.15,0.31
142.3,25.36,-0.76,0.74
142.31,22.33,0.2,2.04
142.32,23.84,-0.28,1.39
142.33,32.79,3.4,1.05
142.34,28.32,1.56,1.22
142.35,28.45,-0.6,0.24
142.36,32.85,0.87,1.1
142.37,28.45,1.52,1.16
142.38,29.12,1.35,1.78
142.39,32.6,-1.9,1.47
142.4,33.03,-1.31,0.59
142.41,31.34,0.82,0.48
142.42,28.38,3.2,0.85
142.43,30.07,4.71,1.1
142.44,28.08,5.54,1.38
142.45,29.4,4.7,1.67
142.46,28.74,3.86,2.2
142.47,28.09,1.35,2.53
142.48,30.25,1.35,2.35
142.49,30.91,0.13,2.17
142.5,32.15,-1.16,1.64
142.51,30.44,0.16,1.34
142.52,28.74,1.48,1.04
142.53,32.49,2.84,0.19
142.54,32.36,4.21,-0.66
142.55,32.24,4.1,-1.92
142.56,29.62,5.64,-2.34
142.57,27,3.78,-2.61
142.58,26.85,1.93,-2.46
142.59,29.17,1.19,-2.04
142.6,29.98,1.73,-1.64
142.61,30.43,4.67,-2.11
142.62,25.85,4.52,-1.97
142.63,24.37,2.26,-1.83
142.64,25.76,2.71,-1.52
142.65,25.94,1.93,-1.58
142.66,26.12,1.15,-1.65
142.67,27.03,2.26,-1.75
142.68,27.95,3.37,-1.85
142.69,27.39,2.28,-2.08
142.7,26.42,0.62,-2.19
142.71,23.85,0.44,-2
142.72,24.29,1.36,-1
142.73,25.38,0.55,-0.99
142.74,26.48,-0.26,-0.99
142.75,22.99,-0.63,-1.15
142.76,24.16,3.88,-0.15
142.77,27.31,2.48,-0.07
142.78,28.57,-0.45,-0.65
142.79,29.84,-3.39,-1.24
142.8,29.48,-2.07,-1.81
142.81,29.12,-0.76,-2.33
142.82,29.69,-1.51,-2.78
142.83,29.37,-1.38,-2.86
142.84,26.4,-0.06,-2.75
142.85,23.43,1.26,-2.81
142.86,22.25,-0.15,-2.7
142.87,20.77,-1.16,-2.2
142.88,22.14,-1.27,-1.7
142.89,23.51,-3.7,-1.93
142.9,22.21,-3.07,-1.89
142.91,23.19,-0.94,-1.04
142.92,23.61,1.6,0.35
142.93,24.07,-0.57,-0.13
142.94,21.99,-0.43,0
142.95,21.89,-0.01,0.76
142.96,22.82,3.72,0.87
142.97,22.98,3.31,1.35
142.98,22.3,2.99,0.92
142.99,28.31,2.67,0.76
143,25.3,4,0.84
143.01,23.91,-0.43,0
143.02,22.53,1.78,0.42
143.03,23.96,2.97,-1.79
143.04,23.24,4.17,-0.68
143.05,21.83,-0.21,-1.31
143.06,22.56,-2.11,-0.13
143.07,23.3,1.48,-0.41
143.08,24.95,3.62,-0.23
143.09,25.7,3.48,-0.46
143.1,22.66,2.97,0.1
143.11,21.42,1.99,0.28
143.12,20.71,-2.4,2.12
143.13,22.74,-0.2,1.2
143.14,24.78,0.6,1.49
143.15,25.63,0.1,1.46
143.16,26.87,-1.29,0.82
143.17,23.72,1.74,0.71
143.18,26.75,-0.23,0.52
143.19,26.08,2.72,0.52
143.2,24.41,-2.3,-0.01
143.21,26.48,-3.9,0.15
143.22,29.91,1.2,-1.35
143.23,30.6,2.25,-2.69
143.24,31.29,3.31,-3.2
143.25,29.48,0.72,-3.31
143.26,27.68,-1.86,-2.39
143.27,28.81,-1.6,-1.47
143.28,32.08,0.49,-1.05
143.29,28.96,2.38,-0.96
143.3,27.82,2.88,-1.56
143.31,27.59,-1.72,-1.94
143.32,29.02,1.23,-0.5
143.33,24.89,1.04,0.56
143.34,24.21,0.86,1.62
143.35,23.54,1.84,2.66
143.36,26.33,2.83,2.75
143.37,22.96,-0.06,3
143.38,23.91,0.06,3.18
143.39,25.13,-2.01,3.18
143.4,24.33,-1.36,2.68
143.41,23.28,4.69,2.18
143.42,26.15,3.31,1.24
143.43,24.54,3.92,1.75
143.44,26.3,2.89,2.17
143.45,32.26,1.87,1.79
143.46,32.31,-1,1.42
143.47,27.07,0,0.82
143.48,28.13,-0.68,0.13
143.49,31.58,-0.93,-1.35
143.5,29.37,-0.2,-1.94
143.51,25.92,-1.6,-2.67
143.52,26.87,-2.05,-2.97
143.53,24.6,-0.52,-3.79
143.54,25.83,-3.46,-4.09
143.55,25.65,-0.03,-4
143.56,24.49,-0.99,-3.96
143.57,26.06,-3.11,-3.94
143.58,25.27,-4.3,-2.31
143.59,21.19,-5.74,-0.7
143.6,21.22,-7.3,-0.03
143.61,21.25,-7.63,0.63
143.62,19.6,-7.34,1.45
143.63,19.25,-6.28,2.28
143.64,19.55,-4.84,2.36
143.65,21.15,-3.42,2.45
143.66,22.75,2.01,2.31
143.67,23.78,-1.31,1.43
143.68,23.81,-0.24,0.5
143.69,24.02,0.12,-0.1
143.7,24.23,0.49,-0.71
143.71,22.69,-1.94,0.08
143.72,21.16,-0.54,0.05
143.73,21.76,1.14,0.06
143.74,21.6,-0.2,0.31
143.75,21.19,3.48,0.26
143.76,21.02,0.31,0.52
143.77,21.74,-0.39,0.7
143.78,22.47,-2.06,0.6
143.79,24.08,-3.73,0.51
143.8,23.74,3.7,-0.48
143.81,23.91,-0.01,0.01
143.82,24.7,-2.27,0.44
143.83,29.08,0.86,0.57
143.84,26.89,-0.7,0.5
143.85,21.66,1.32,0.12
143.86,24.27,0.31,0.31
143.87,25.45,1.81,0.6
143.88,24.18,0.82,-0.03
143.89,22.63,-2.25,-0.3
143.9,22.51,-0.6,0.57
143.91,22.4,-1.13,0.74
143.92,23.55,1.59,0.99
143.93,24.7,4.32,1.25
143.94,24.53,2.87,1.72
143.95,23.98,3.44,2.11
143.96,23.44,4.01,2.51
143.97,24.6,3.68,1.44
143.98,29.85,4.71,0.74
143.99,27.22,4.61,1.08
144,24.76,4.52,-0.17
144.01,22.54,4.83,0.96
144.02,23.01,4.28,1.08
144.03,24.8,3.73,1.24
144.04,22.36,3.63,1.48
144.05,24.23,3.53,0.63
144.06,21.57,-0.82,1.71
144.07,21.87,-0.13,1.76
144.08,22.17,-0.64,2.96
144.09,25.42,-1.16,3.51
144.1,26.96,2.45,3.28
144.11,25.7,0.95,2.67
144.12,24.44,-0.54,2.06
144.13,24.42,1.2,1.32
144.14,24.59,1.28,1.34
144.15,24.77,1.36,1.37
144.16,29.03,1.75,1.83
144.17,28.24,0.74,0.93
144.18,25.04,0.63,0.93
144.19,24.33,0.89,0.65
144.2,24.59,0.81,0.73
144.21,24.86,0.74,0.82
144.22,22.46,-2.74,0.52
144.23,24.67,-1.75,0.35
144.24,26.33,-1.3,0.17
144.25,24.49,-1.58,-0.13
144.26,28.05,-2.01,0.92
144.27,31.61,-2.45,1.99
144.28,28.54,0.55,2.38
144.29,30.07,-0.95,2.33
144.3,32.64,-3.33,2.29
144.31,31.35,-5.03,2.53
144.32,31.87,-3.48,1.33
144.33,32.39,-1.93,0.15
144.34,29.08,2.88,-1.02
144.35,25.95,-0.79,-0.75
144.36,22.82,-4.46,-0.49
144.37,24.38,-2.63,-0.62
144.38,32.98,-0.54,-1.13
144.39,28.68,-1.58,-0.87
144.4,29.33,1.61,-1.02
144.41,23.01,3.06,-1.18
144.42,24,3.79,0.88
144.43,33.09,4.52,1.73
144.44,28.54,5.57,1.3
144.45,31.46,5.68,1.85
144.46,29.76,5.33,1.33
144.47,28.06,4.63,0.81
144.48,28.83,3.94,2.05
144.49,29.69,1.95,0.38
144.5,29.76,2.69,0.41
144.51,28.06,3.77,0.28
144.52,28.63,2.44,0.31
144.53,28.7,0.01,0.88
144.54,28.42,2.6,0.91
144.55,24.87,2.22,0.37
144.56,26.37,4.5,0.98
144.57,27.3,2.77,1.2
144.58,26.75,1.37,0.63
144.59,31.27,-2.41,0.13
144.6,29,-0.52,0.38
144.61,26.26,4.83,-0.07
144.62,26.65,2.93,0.21
144.63,27.05,1.04,0.49
144.64,23.6,-3.55,1.31
144.65,25.83,-3.11,1.59
144.66,23.47,-3.57,1.92
144.67,27.41,1.02,0.69
144.68,25.97,2.14,0.37
144.69,24.54,3.26,0.06
144.7,29.42,3.81,-1.21
144.71,27.36,2.76,-2.18
144.72,23.07,-2.05,-2.06
144.73,22.35,-0.91,0
144.74,21.63,-1.35,0.88
144.75,21.3,-1.14,1.85
144.76,24.19,-0.31,2.54
144.77,27.09,0.52,2.94
144.78,25.01,-0.1,3.14
144.79,27.62,2.87,3
144.8,30.06,1.18,2.69
144.81,32.51,-0.51,2.38
144.82,28.54,2.49,1.37
144.83,31.85,4.89,1.88
144.84,30.84,0.98,0.41
144.85,28.04,0.2,-0.08
144.86,27.91,2.08,-0.88
144.87,28.61,1.16,-0.92
144.88,32.23,2.57,-1.12
144.89,33.95,3.99,-1.33
144.9,33.45,3.66,-2.01
144.91,32.96,5.18,-1.79
144.92,32.11,6.14,-1.58
144.93,31.27,5.76,-0.46
144.94,30.05,5.84,-0.41
144.95,28.61,5.89,-0.54
144.96,32.42,5.93,-0.32
144.97,33.49,6.43,-0.1
144.98,31.9,4.81,-0.68
144.99,30.32,3.2,-1.09
145,30.92,3,0.15
145.01,30.36,3.3,0.72
145.02,29.8,3.61,1.3
145.03,31.34,4.1,1.76
145.04,31.58,4.44,1.98
145.05,28.61,4.8,1.44
145.06,30.09,4.88,1.71
145.07,32.1,-0.43,-0.92
145.08,31.09,2.22,0.39
145.09,30.97,1.26,-1.88
145.1,31.38,2.79,-1.2
145.11,32.38,4.32,-1.31
145.12,33.39,3.1,-1.43
145.13,31.04,4.48,-0.54
145.14,28.06,5.02,-0.17
145.15,31.99,4.16,0.63
145.16,29.35,3.31,1.25
145.17,32.01,3.93,2.49
145.18,31.47,4.56,2.08
145.19,31.31,1.76,2.12
145.2,31.15,-1.04,2.17
145.21,30.11,-3.15,2.41
145.22,29.08,-4.45,1.86
145.23,31.49,-3.8,2.13
145.24,31.97,-1.02,2.29
145.25,34.02,-2.42,2.08
145.26,36.07,-3.84,1.88
145.27,35.35,-4.08,0.54
145.28,33.24,-0.41,0.35
145.29,31.13,3.24,0.17
145.3,32.88,1.41,0.26
145.31,35.06,2.21,-0.94
145.32,35.64,0.14,1.04
145.33,33.65,-1.93,0.04
145.34,31.67,0.06,0.59
145.35,30,0.9,0.49
145.36,28.33,1.74,0.4
145.37,29.16,1.32,0.44
145.38,30.7,3.51,0.94
145.39,32.24,2.41,0.69
145.4,32.89,-2.35,-0.74
145.41,33.87,-0.88,-0.35
145.42,34.15,2.51,-0.26
145.43,33.57,-1.47,-0.54
145.44,33.01,1.97,0.43
145.45,32.82,2.78,-0.05
145.46,32.64,3.59,-0.54
145.47,33.14,-1.77,-1.96
145.48,32.04,-3.9,-1.37
145.49,28.9,-1.19,-0.07
145.5,31.19,-1.09,0.71
145.51,33.49,0.98,0.35
145.52,34.07,0.58,-0.65
145.53,34.36,1.6,-1.21
145.54,32.47,2.63,-1.77
145.55,30.59,3.29,-0.8
145.56,30.75,3.95,-1.35
145.57,30.91,2.64,-1.92
145.58,32.56,-0.03,-1.49
145.59,32.29,0.48,-1.07
145.6,32.03,-0.36,-1
145.61,29.85,-1.2,-0.94
145.62,31.66,0.74,-1.19
145.63,33.48,-0.46,-1.51
145.64,32.13,-2.96,-1.67
145.65,30.79,-0.52,-2.09
145.66,28.58,3.37,-0.98
145.67,32.37,0.65,-0.63
145.68,31.52,2.72,-0.91
145.69,31.72,-1.13,-0.82
145.7,33.32,-3.88,-0.88
145.71,29.66,-4.09,0.31
145.72,31.01,-4.32,-0.22
145.73,29.62,-2.62,-0.65
145.74,28.24,-0.93,-1.09
145.75,27.72,0.93,0.44
145.76,30.18,0.59,0.31
145.77,29.3,-0.35,0.58
145.78,28.09,1.07,0.7
145.79,28.69,2.49,0.64
145.8,28.52,-0.41,0.94
145.81,29.06,-1.21,1.41
145.82,30.17,-1.26,1.67
145.83,30.81,-3,1.09
145.84,31.69,-2.85,1.28
145.85,32.57,-2.7,1.48
145.86,35.82,-1.94,1.33
145.87,36.62,-1.17,1.17
145.88,31.86,-1.56,1.25
145.89,27.12,1.55,1.25
145.9,32.28,0,1.25
145.91,31.83,-0.68,2.41
145.92,33.45,-1.62,2.06
145.93,35.13,2.55,1.52
145.94,36.47,3.03,0.69
145.95,34.02,3.51,-0.13
145.96,31.58,3.59,-0.46
145.97,33.57,0.71,-0.44
145.98,32.32,-1.86,1.67
145.99,31.07,0.9,2.11
146,32.47,0.23,1.7
146.01,36.01,-0.43,1.29
146.02,36.36,2.73,0.66
146.03,35.3,1.14,0.97
146.04,35.41,1.02,1.07
146.05,36.1,2.3,0.43
146.06,35.39,3.59,-0.2
146.07,32.64,1.63,-0.27
146.08,29.89,1.76,1.07
146.09,31.9,2.03,1.31
146.1,32.45,2.31,1.01
146.11,33,2.59,0.71
146.12,36.84,2.65,-0.93
146.13,37.68,0.43,0.15
146.14,34.31,1.54,-0.39
146.15,30.95,3.48,-1.4
146.16,31.58,3.09,-0.94
146.17,32.5,3.41,-0.5
146.18,33.43,3.73,-0.06
146.19,33.84,-1.1,-1.1
146.2,34.25,1.05,-1.05
146.21,33.94,-1.05,-2.19
146.22,34.36,3.33,-1.36
146.23,33.89,2.09,-1.2
146.24,33.42,3.68,0.49
146.25,32.06,5.6,2.19
146.26,33.64,6.53,2.01
146.27,35.02,6.97,1
146.28,34.39,5.5,-0.01
146.29,34.51,4.03,-0.41
146.3,34.72,2.56,-0.45
146.31,34.97,2.79,-0.53
146.32,34.68,3.03,-0.62
146.33,33.89,1.48,-1.6
146.34,33.1,0.63,-1.56
146.35,33.87,2.31,-1.76
146.36,33.79,2.83,-1.96
146.37,33.28,2.25,-1.58
146.38,32.78,1.68,-1.2
146.39,33.06,3.66,-1.61
146.4,33.34,0.63,-2.18
146.41,33.13,2.62,-2.42
146.42,32.92,3.22,-2.28
146.43,31.04,4.02,-2.15
146.44,30.82,2.88,-1.07
146.45,30.61,1.75,0
146.46,31.67,-3.02,-1.14
146.47,32.74,-0.63,-0.57
146.48,33.01,1.04,-1.42
146.49,33.28,-1.26,-1.87
146.5,33.52,-1.09,-1.89
146.51,31.17,-1.97,-1.48
146.52,28.83,-0.1,-0.65
146.53,31.83,-2.81,1.1
146.54,32.3,-3.24,1.48
146.55,32.78,-0.91,1.59
146.56,32.01,0.44,1.56
146.57,30.72,2.34,1.2
146.58,29.46,-1.33,0.8
146.59,29.43,-1.81,0.95
146.6,30.72,0.41,0.81
146.61,32.28,0.36,1.39
146.62,32.43,0.31,1.98
146.63,32.6,2.19,1.1
146.64,31.4,0.31,0.6
146.65,32.57,3.75,1.36
146.66,32.6,1.06,-0.28
146.67,32.64,-1.62,-1.93
146.68,30.78,-2.72,-0.84
146.69,32.68,-2.16,-0.24
146.7,33.62,-1.51,-0.61
146.71,34.45,-0.87,-0.99
146.72,33.33,0.95,-1.16
146.73,32.22,3.18,-0.03
146.74,29.17,5.36,1.08
146.75,28.58,4.84,1.95
146.76,30.01,4.32,0.41
146.77,31.54,0.71,0.24
146.78,25.24,-2.27,-0.52
146.79,28.39,-0.78,-0.14
146.8,32.39,2,-1.38
146.81,33.28,3.36,-1.61
146.82,31.8,4.73,-1.84
146.83,30.32,0.63,-1.58
146.84,30.37,-1.95,-1.32
146.85,32.53,-0.82,-0.62
146.86,32.83,0.31,0.08
146.87,33.14,0.44,0.17
146.88,31.58,0.57,0.26
146.89,27.03,-0.93,1.27
146.9,29.3,-2.43,0.76
146.91,29.93,1.16,2.19
146.92,33.45,3.77,1.95
146.93,34.13,3.79,1.72
146.94,34.16,3.17,1.35
146.95,34.61,1.43,1.07
146.96,36.58,4.32,-1.3
146.97,36.7,5.18,-2.06
146.98,33.62,3.5,-1.68
146.99,30.55,1.82,-0.19
147,31.86,3.93,-0.93
147.01,33.19,2.5,-1.11
147.02,32.62,1.07,-1.75
147.03,32.26,-0.12,-2.07
147.04,31.02,0.98,-2.27
147.05,30.52,-1.14,-2.17
147.06,33.43,0.96,-2.08
147.07,33.34,-3.59,-1.97
147.08,28.65,-3.4,-1.87
147.09,29.71,0.71,-1.65
147.1,31.72,-0.01,-2.17
147.11,32.45,0.02,-1.73
147.12,33.18,0.05,-1.3
147.13,33.73,1.09,-1.67
147.14,32.27,0.57,-1.48
147.15,30.82,-1.96,-2.03
147.16,31.15,-1.98,-2.25
147.17,30.27,-1.59,-2.2
147.18,30.89,-0.93,-2.15
147.19,33.1,-3.22,-2.3
147.2,32.03,-3.79,-2.44
147.21,30.98,-2.88,-2.34
147.22,31.02,-2.93,-2.25
147.23,31.07,-2.99,-1.92
147.24,33.05,1.86,-1.67
147.25,32.65,0.54,-2.28
147.26,32.01,-2.47,-2.29
147.27,29.89,-2.12,-2.2
147.28,27.73,-1.78,-2.12
147.29,28.63,-3.57,-1.53
147.3,29.46,0.15,0.03
147.31,29.06,1.09,0.32
147.32,28.3,0.98,0.43
147.33,27.55,0.88,0.54
147.34,31.38,2.71,0.13
147.35,31.97,0.43,-0.46
147.36,32.6,0.34,-1.03
147.37,33.23,0.38,-0.74
147.38,31.9,-1.4,0.74
147.39,33.11,1.31,0.43
147.4,32.51,-0.55,-1.53
147.41,31.92,0.27,-1.09
147.42,32.35,-0.81,-1.43
147.43,31.22,2.32,-1.83
147.44,31.43,3.31,-0.71
147.45,30.06,1.48,-0.55
147.46,28.7,-0.34,-0.4
147.47,31.02,-1.75,-1.6
147.48,33.34,1.33,-1.76
147.49,33.57,0.01,-0.78
147.5,33.2,-0.21,-0.74
147.51,32.83,-0.43,-0.71
147.52,31.4,-1.51,-0.79
147.53,29.98,-2.59,-0.87
147.54,30.69,-0.51,-0.65
147.55,31.4,-0.57,-0.86
147.56,32.85,1.25,-1.13
147.57,33.68,3.07,-1.42
147.58,32.68,1.95,-2.02
147.59,31.7,-2.8,-1.54
147.6,27.23,-2.96,-1.07
147.61,27.32,-0.85,-0.82
147.62,27.27,1.25,-0.94
147.63,31.38,2.62,-0.13
147.64,32.74,1.13,-1.87
147.65,31.95,1.87,-1
147.66,31.16,1.15,-0.32
147.67,32.01,0.32,-0.78
147.68,31.71,0.21,-1.95
147.69,31.42,0.1,-2.34
147.7,30.93,-1.89,-2.18
147.71,27.97,1.18,-2.03
147.72,31.33,3.26,-0.6
147.73,32.86,-1.7,-1.27
147.74,28.51,-1.3,-0.35
147.75,30.68,-1.5,-0.81
147.76,31.28,3.81,-1.29
147.77,31.88,3.59,-0.6
147.78,32.93,0.98,-0.31
147.79,32.4,2.28,-0.45
147.8,33.93,1.1,1.86
147.81,33.37,1.69,0.7
147.82,32.82,3.32,-0.08
147.83,33,2.56,-0.96
147.84,32.38,1.09,-1.52
147.85,29.44,-0.49,-1.72
147.86,26.51,-2.08,-1.93
147.87,27.97,-1.28,-1.82
147.88,31.85,0.76,-1.73
147.89,32.73,1.33,-1.9
147.9,33.26,1.9,-2.08
147.91,32.39,-1.99,-2.03
147.92,31.52,-4.69,-2.1
147.93,26.03,0.48,1.11
147.94,28.77,-2.1,-0.49
147.95,28.45,2.33,-0.05
147.96,29.85,2.96,-0.86
147.97,27.52,4.39,-0.74
147.98,26.21,2.07,-0.31
147.99,27.2,3.02,0.38
148,25.38,0.82,0.65
148.01,26.46,0.9,0.46
148.02,27.54,0.98,0.27
148.03,25.49,-0.26,0.76
148.04,26.8,-1.08,0.55
148.05,25.66,-2.97,0.42
148.06,24.52,-1.48,0.3
148.07,27.41,0,0.6
148.08,28.24,-1.87,0.6
148.09,28.99,-1.85,0.2
148.1,28.99,0.27,-1.71
148.11,29.62,-1.05,-1.82
148.12,30.25,-2.38,-1.94
148.13,32.1,-1,-1.86
148.14,28.85,-1.96,-1.27
148.15,32.46,-0.68,-1.57
148.16,31.43,0.98,-1.75
148.17,28.4,3.66,-1.56
148.18,29.75,4.88,-1.94
148.19,25.02,-0.31,-0.98
148.2,27.38,2.29,-1.46
148.21,26.2,0.99,-1.22
148.22,26.73,-1.62,-1.08
148.23,26.91,-0.1,-1.11
148.24,29.3,-3.06,-0.3
148.25,27.27,-3.15,-0.22
148.26,29.43,-3.96,0
148.27,31.61,-4.78,0.24
148.28,29.33,-4.55,0
148.29,27.2,-4.32,-0.46
148.3,24.95,-0.88,0.41
148.31,28.63,-1.38,0.65
148.32,26.24,0.83,0.15
148.33,26.91,2.2,0.12
148.34,27.14,0.43,0.34
148.35,30.07,-4.14,0.99
148.36,28.72,-3.2,1.15
148.37,24.02,-3.88,0.48
148.38,26.36,-3.54,0.81
148.39,29.39,-4.01,0.12
148.4,27.02,-1.48,0.07
148.41,24.66,1.04,0.03
148.42,26.01,0.6,-0.07
148.43,27.37,0.17,-0.17
148.44,27.41,1.42,-0.4
148.45,28.65,0.78,-0.63
148.46,25.76,-2.36,-0.01
148.47,27.77,-0.71,-0.6
148.48,28.24,-2.03,-1.35
148.49,28.72,-3.35,-2.11
148.5,28,-3.61,-2.42
148.51,28.96,-2.34,-2.52
148.52,25.4,-0.24,-1.31
148.53,26.8,-2.16,-0.1
148.54,28.88,2.51,0.41
148.55,27.84,0.17,0.15
148.56,29.18,-0.32,0.62
148.57,30.53,-2.12,0.28
148.58,27.37,-3.92,-0.05
148.59,28.54,-2.19,-0.68
148.6,27.39,-2.31,-0.74
148.61,25.9,-0.74,-0.49
148.62,25.26,-3.95,0.01
148.63,28.74,-2.7,-0.1
148.64,26.21,-3.07,0.41
148.65,26.37,-3.44,0.43
148.66,27,-2.77,1.16
148.67,27.64,-2.1,1.89
148.68,27.77,-2.05,2.41
148.69,26.33,-2.7,2.59
148.7,29.42,-3.35,1.98
148.71,30.66,-4.23,1.37
148.72,29.22,-4.75,0.06
148.73,28.9,-5.7,0.31
148.74,31.43,-3.77,-0.59
148.75,28.49,-1.84,-0.4
148.76,29.15,-3.99,0.54
148.77,29.97,-4.13,-0.44
148.78,30.79,-4.27,-1.44
148.79,29.82,-4.65,-1.53
148.8,29.94,-4.94,-1.72
148.81,30.97,-5.18,-2.33
148.82,32.01,-3.63,-2.29
148.83,31.79,-2.08,-2.25
148.84,29.92,-2.3,-2.82
148.85,29.53,-1.76,-3.4
148.86,30.18,-1.77,-3.98
148.87,31.15,4.03,-4.59
148.88,29.53,0.41,-4.8
148.89,28.47,0.49,-4.75
148.9,25.33,-1.86,-3.96
148.91,28.74,-3.68,-3.43
148.92,30.49,-5.23,-3.23
148.93,32.25,-4.54,-3.56
148.94,28.74,-3.86,-3.64
148.95,30.24,-0.88,-3.72
148.96,31.74,-2.37,-3.14
148.97,29.71,-1.53,-2.28
148.98,26.46,-0.71,-1.43
148.99,23.21,0.1,-0.31
149,29.39,0.6,0.03
149.01,28.15,-0.87,-0.76
149.02,26.94,-3.7,-0.74
149.03,26.99,-4.97,-0.52
149.04,27.05,-4.75,-0.31
149.05,28.58,-4.54,-0.09
149.06,27.7,-3.44,-0.74
149.07,26.82,-2.34,-1.4
149.08,27.5,0.48,-1.48
149.09,27.7,-3.05,-0.88
149.1,28.2,-1.45,-1.53
149.11,24.5,0.15,-0.7
149.12,29.19,3.59,-0.49
149.13,28,3.9,-0.6
149.14,27.61,-3.33,-0.71
149.15,27.8,0.28,-0.65
149.16,27.7,-1.52,-0.67
149.17,30.18,-3.55,-0.85
149.18,32.29,-3.75,-0.6
149.19,32.22,-2.63,-1.15
149.2,32.15,-0.37,-1.37
149.21,28.04,1.5,-0.8
149.22,28.48,0.69,-0.52
149.23,28.92,-0.12,-0.24
149.24,32.82,-1.4,-1.15
149.25,30.87,-2.69,-0.69
149.26,30.79,-1.37,-1.09
149.27,32.35,-3.68,-2.3
149.28,32.12,-1.59,-1.57
149.29,29.91,-3.51,-2.3
149.3,28.11,-2.01,-0.98
149.31,27.54,-1.18,-0.24
149.32,28.33,-4.06,0.27
149.33,28.97,-5.34,0.74
149.34,28.56,-4.98,0.03
149.35,27.05,-4.63,1.18
149.36,27.57,1.67,1.74
149.37,25.15,4.34,2.31
149.38,26.36,3,2.86
149.39,26.44,-2.8,3.47
149.4,25.81,0.38,3.76
149.41,26.08,-0.3,3.38
149.42,28.11,-0.21,2.66
149.43,29.04,-1.4,1.95
149.44,25.85,-0.97,1.02
149.45,24.33,-1.37,1.63
149.46,23.18,-1.51,1.26
149.47,23.22,0.22,0.76
149.48,23.26,1.96,0.27
149.49,22.43,3.83,0.88
149.5,21.05,-0.03,2.52
149.51,22.19,1.9,1.7
149.52,23.33,1.6,2.18
149.53,26.69,2.33,1.52
149.54,25.47,2.49,0.46
149.55,24.94,4.03,-0.24
149.56,25.2,4.91,-0.74
149.57,25.02,4.53,-0.65
149.58,25.9,4.16,-0.57
149.59,25.9,3.14,-0.92
149.6,21.68,2.12,-0.27
149.61,23.37,-1.04,-0.65
149.62,22.52,-0.71,-0.49
149.63,22.12,1.14,-0.27
149.64,23.63,1.14,-0.01
149.65,21.96,1.26,-0.01
149.66,22.8,2.61,-0.46
149.67,21.96,3.97,-0.48
149.68,22.08,0.8,-0.73
149.69,22.87,3.37,-0.48
149.7,23.42,2.96,-0.1
149.71,23.98,2.25,0.46
149.72,24.36,2.41,0.13
149.73,27,3.84,-0.61
149.74,27.12,3.29,-1.13
149.75,23.66,2.74,-0.78
149.76,22.79,0.21,-0.43
149.77,21.93,1.47,-0.6
149.78,27.7,1.75,0.65
149.79,28,1.32,0.34
149.8,26.17,2.21,-0.27
149.81,25.49,-1.04,-0.06
149.82,24.74,-3.13,0.24
149.83,28.45,0.6,0.92
149.84,31.02,0.85,0.68
149.85,27.21,0.57,0.43
149.86,24.69,-0.41,0.03
149.87,26.12,-0.49,-0.24
149.88,26.48,0.12,-0.21
149.89,26.62,1.99,-0.17
149.9,28.58,1.38,-0.74
149.91,30.73,0.77,-1.65
149.92,27.55,-0.89,-1.07
149.93,28.27,0.29,-1.03
149.94,28.99,1.48,-0.99
149.95,28.99,1.72,-0.38
149.96,30.74,0.82,-0.2
149.97,32.49,-2.21,-1.55
149.98,31.83,-0.88,-1.18
149.99,32.16,-0.87,-1.36
150,32.49,-0.87,-1.55
150.01,32.53,-0.03,-0.38
150.02,28.52,-2.3,-1.74
